162,255.371048,-1027.59668,1026.625122,127.337807,-835.512695,979.80072,383.778473,-828.547913,986.527649,42.865334,-789.672974,627.721863,100.107796,-760.388,511.934753,64.394295,-800.102295,301.946106,147.674011,-796.167419,74.500389,208.48822,-828.975403,41.151821,120.243805,-674.214966,57.234776,435.99707,-912.846436,599.093872,376.161835,-933.118591,490.20166,402.419312,-991.775513,241.809006,317.053864,-1030.634766,63.559929,268.162659,-1083.405884,33.489708,308.151398,-896.178833,37.66256
163,253.77037,-1013.741028,1025.179932,127.740005,-820.415649,978.253296,384.363831,-815.764832,984.373535,43.984985,-774.892212,625.748169,101.737053,-745.017944,510.128815,65.67601,-773.329285,298.083221,147.229233,-752.185669,70.914589,208.177338,-782.252747,35.135914,118.674683,-629.460754,61.630077,435.555725,-905.553223,597.856201,375.757935,-927.905334,489.358002,401.304382,-989.251038,241.540192,315.473053,-1030.055176,64.033012,266.285217,-1082.623169,34.254032,308.121857,-895.503662,37.479557
164,252.07193,-999.808777,1023.430054,128.078629,-805.231079,976.394653,384.982513,-802.974426,982.015442,44.989975,-761.029175,622.991577,103.278137,-730.103699,507.794373,66.724655,-746.603516,294.6138,146.643661,-709.053223,68.723495,207.578049,-736.54425,30.870209,117.514084,-585.858154,67.193726,434.970215,-898.128906,596.43158,375.158356,-922.33606,488.387421,399.948883,-986.592896,241.255005,313.690918,-1029.424683,64.519615,264.112518,-1081.765625,35.043682,307.987213,-894.861572,37.298985
165,250.312897,-985.783813,1021.42627,128.358734,-789.963623,974.276611,385.630676,-790.146606,979.490356,45.818474,-747.979492,619.570679,104.6978,-715.47113,505.061798,67.493057,-719.915405,291.674377,145.989426,-667.231262,67.828392,206.754715,-692.404053,28.246662,116.918434,-543.789734,73.746895,434.275879,-890.642395,594.865662,374.403809,-916.411926,487.314484,398.433807,-983.887939,240.997421,311.802582,-1028.759644,65.035889,261.765717,-1080.874634,35.886608,307.75293,-894.304321,37.126686
166,248.530212,-971.648376,1019.225342,128.583435,-774.615723,971.959167,386.299652,-777.245178,976.835938,46.417946,-735.555603,615.652161,105.96769,-700.927734,502.085571,67.964195,-693.341553,289.365082,145.359695,-627.205627,68.035255,205.803345,-650.400024,27.034306,117.03685,-503.667633,80.992416,433.522156,-883.128967,593.216431,373.546722,-910.125916,486.168457,396.867981,-981.176025,240.811203,309.92804,-1028.074585,65.606262,259.413727,-1079.999756,36.826591,307.444611,-893.869141,36.96627
167,246.759262,-957.38385,1016.888733,128.753494,-759.188232,969.509949,386.97644,-764.229004,974.090332,46.760483,-723.486389,611.441772,107.069679,-686.277893,499.032013,68.151482,-667.033752,287.721924,144.857742,-589.463745,69.064873,204.839691,-611.090942,26.894758,117.998528,-465.91449,88.519257,432.768097,-875.578613,591.547485,372.646301,-903.459106,484.98111,395.374603,-978.431519,240.732834,308.198914,-1027.379517,66.264175,257.248749,-1079.192139,37.922218,307.105072,-893.569214,36.819443
168,245.033096,-942.971558,1014.480713,128.867554,-743.680603,967.002869,387.643799,-751.053406,971.291992,46.855064,-711.424988,607.172668,108.000359,-671.339294,496.065552,68.102577,-641.207947,286.701385,144.583191,-554.465637,70.574623,203.981171,-574.999756,27.415758,119.894348,-430.938477,95.828285,432.075317,-867.931946,589.919678,371.762329,-896.3797,483.783936,394.072205,-975.56189,240.786484,306.741638,-1026.678467,67.052505,255.455246,-1078.495483,39.243916,306.786377,-893.391052,36.687634
169,243.381958,-928.393921,1012.066589,128.922592,-728.091492,964.516357,388.280945,-737.672119,968.479736,46.750626,-698.968262,603.092224,108.773407,-655.960083,493.334869,67.902802,-616.134155,286.179047,144.61734,-522.612915,72.193146,203.326141,-542.584473,28.160488,122.75605,-399.104706,102.37767,431.49884,-860.083252,588.383423,370.948547,-888.842102,482.605347,393.056335,-972.427979,240.985031,305.661377,-1025.968384,68.023766,254.179962,-1077.939453,40.870049,306.539551,-893.299072,36.574234
170,241.833313,-913.635498,1009.709473,128.914749,-712.418518,962.130493,388.86377,-724.040039,965.6922,46.52705,-685.692871,599.445618,109.418488,-640.033142,490.961426,67.669922,-592.116882,285.966522,145.010864,-494.219421,73.565002,202.937576,-514.207092,28.727325,126.538513,-370.703979,107.640579,431.077698,-851.891846,586.973938,370.246735,-880.787354,481.46814,392.386414,-968.881653,241.338058,305.029572,-1025.23877,69.239914,253.510498,-1077.533203,42.883621,306.405365,-893.244812,36.485775
171,240.411865,-898.684998,1007.467346,128.839951,-696.659058,959.923828,389.36499,-710.115662,962.967224,46.277691,-671.21521,596.451965,109.976601,-623.506287,489.03183,67.535477,-569.454041,285.847717,145.775513,-469.483185,74.396973,202.835144,-490.103882,28.810297,131.111313,-345.921265,111.165558,430.827545,-843.199219,585.709106,369.683319,-872.143066,480.387146,392.081146,-964.804016,241.862427,304.878235,-1024.468994,70.771629,253.465668,-1077.259277,45.371471,306.407562,-893.178101,36.430382
